intento: 28 tiempo: 0.013 [0.0689645877494506 0.0130271733256743 0.0145444471454592 0.0130810009809906 0.0184378687744144;0.0130271733256743 0.0586297427707192 0.0115841372950248 0.0108858463328428 0.0153274488684718;0.0145444471454592 0.0115841372950248 0.0599418122259562 0.0144681520058619 0.0175292601417344;0.0130810009809906 0.0108858463328428 0.0144681520058619 0.0607089792670856 0.0136409414280308;0.0184378687744144 0.0153274488684718 0.0175292601417344 0.0136409414280308 0.0635225685287111]
intento: 30 tiempo: 0.012 [0.0721412354032692 0.0199079409792358 0.0204680286036655 0.0182229339836684 0.0116791630574166;0.0199079409792358 0.0715291098463205 0.0144883977091754 0.0174550511909465 0.012166570838365;0.0204680286036655 0.0144883977091754 0.0658000345776199 0.0208423266624542 0.0140442012109939;0.0182229339836684 0.0174550511909465 0.0208423266624542 0.0685087082402197 0.0151897581688246;0.0116791630574166 0.012166570838365 0.0140442012109939 0.0151897581688246 0.0637340627680853]
intento: 32 tiempo: 0.013 [0.0647878288025254 0.0173580826677012 0.0124811167133575 0.0113857529544184 0.0199424418917649;0.0173580826677012 0.0683352261434255 0.0106536318326727 0.0113054830224165 0.0200561783760045;0.0124811167133575 0.0106536318326727 0.0617406036999072 0.0144468971059309 0.0183795978633293;0.0113857529544184 0.0113054830224165 0.0144468971059309 0.057697719961449 0.0142417697952757;0.0199424418917649 0.0200561783760045 0.0183795978633293 0.0142417697952757 0.0727535113902026]
intento: 34 tiempo: 0.012 [0.066159897114699 0.0190706781223335 0.0156884044053726 0.0172016503588967 0.0202279699970125;0.0190706781223335 0.0826449887225313 0.0217540058581084 0.0201503434059148 0.0260468206516524;0.0156884044053726 0.0217540058581084 0.0738603605867833 0.0146126984554536 0.0164547271471067;0.0172016503588967 0.0201503434059148 0.0146126984554536 0.0739333600645316 0.0203462514786157;0.0202279699970125 0.0260468206516524 0.0164547271471067 0.0203462514786157 0.0750984587870816]
intento: 36 tiempo: 0.012 [0.0744404441251783 0.015238910750158 0.019981246047371 0.0225462331515976 0.0161072787704474;0.015238910750158 0.0664320701361152 0.0181583831793782 0.0135877926156862 0.0116506529684354;0.019981246047371 0.0181583831793782 0.0760392953666791 0.0229298000220276 0.012069510099213;0.0225462331515976 0.0135877926156862 0.0229298000220276 0.0701641617438257 0.0129135067949539;0.0161072787704474 0.0116506529684354 0.012069510099213 0.0129135067949539 0.0623393544256384]
intento: 38 tiempo: 0.012 [0.0571194140195351 0.0122658777579492 0.0126534315529905 0.014999010879053 0.0105125658361381;0.0122658777579492 0.0563669755443202 0.0138179715196134 0.0123187103814454 0.00845553088443076;0.0126534315529905 0.0138179715196134 0.0545661840893257 0.0136367088735309 0.0118142534612706;0.014999010879053 0.0123187103814454 0.0136367088735309 0.0549267897438608 0.0140497757258197;0.0105125658361381 0.00845553088443076 0.0118142534612706 0.0140497757258197 0.0550373150520995]
intento: 40 tiempo: 0.012 [0.05336676106464 0.012437218533477 0.0112642485399166 0.0104579841769348 0.0133208304138521;0.012437218533477 0.0506760700118587 0.0112363227338011 0.00914796200777695 0.0114211657407143;0.0112642485399166 0.0112363227338011 0.0518696132691372 0.0115940422122051 0.012573576407099;0.0104579841769348 0.00914796200777695 0.0115940422122051 0.0555423743630563 0.0095762333520924;0.0133208304138521 0.0114211657407143 0.012573576407099 0.0095762333520924 0.059827698787251]
intento: 42 tiempo: 0.012 [0.055303005223868 0.010747444497822 0.010591596013219 0.0118469903700289 0.0108964606836384;0.010747444497822 0.0548797109151055 0.0123533449939643 0.0141737200447932 0.0163895310251914;0.010591596013219 0.0123533449939643 0.0538541419717631 0.0112027175986095 0.0134451525810095;0.0118469903700289 0.0141737200447932 0.0112027175986095 0.0574196565685097 0.0181261764865404;0.0108964606836384 0.0163895310251914 0.0134451525810095 0.0181261764865404 0.0618754692053467]
intento: 44 tiempo: 0.012 [0.0589268500752815 0.0153841987415757 0.0132327546596566 0.0131717765281228 0.0133014764432318;0.0153841987415757 0.0565398369755711 0.0129419747416605 0.0121916971190356 0.0108215445701805;0.0132327546596566 0.0129419747416605 0.0502112215020582 0.0130111136702953 0.00864236840464791;0.0131717765281228 0.0121916971190356 0.0130111136702953 0.0511661311774922 0.00933943884207792;0.0133014764432318 0.0108215445701805 0.00864236840464791 0.00933943884207792 0.0546352930164316]
intento: 46 tiempo: 0.014 [0.0579038296109188 0.00947870505428478 0.0156674394028595 0.0134808678658994 0.0156625641947;0.00947870505428478 0.0549577122735592 0.01361149870526 0.0134230649193008 0.0126945555357619;0.0156674394028595 0.01361149870526 0.059245876393732 0.0146396031484223 0.0166909912427047;0.0134808678658994 0.0134230649193008 0.0146396031484223 0.0600695744003994 0.0164699026182717;0.0156625641947 0.0126945555357619 0.0166909912427047 0.0164699026182717 0.0635956479453711]
intento: 48 tiempo: 0.012 [0.0457285618023402 0.00900256603540448 0.00909898388954967 0.0113383504947733 0.00639705366446512;0.00900256603540448 0.0505396857630782 0.0118727152372351 0.011590968861398 0.0104367579673457;0.00909898388954967 0.0118727152372351 0.0494109210537832 0.0119230477826087 0.00895663898840295;0.0113383504947733 0.011590968861398 0.0119230477826087 0.0514465317910547 0.011236368775374;0.00639705366446512 0.0104367579673457 0.00895663898840295 0.011236368775374 0.0497749901007328]
intento: 50 tiempo: 0.015 [0.0611363545116711 0.0166104545678247 0.0128754980570128 0.0134561330135238 0.0150528680802166;0.0166104545678247 0.0618277495662767 0.0116955969043048 0.0140978310893481 0.0131493273357705;0.0128754980570128 0.0116955969043048 0.0524113720110804 0.0122010876703093 0.0113393750254208;0.0134561330135238 0.0140978310893481 0.0122010876703093 0.0569124481699898 0.0146697556524121;0.0150528680802166 0.0131493273357705 0.0113393750254208 0.0146697556524121 0.0564603713323347]
intento: 52 tiempo: 0.011 [0.0671787890404295 0.013272669663119 0.0151082757959793 0.016562101631656 0.0144013326672176;0.013272669663119 0.0689299832002288 0.0190859443934636 0.0180671670417279 0.013305878488416;0.0151082757959793 0.0190859443934636 0.0688472363354522 0.0161646407609456 0.0172699084420368;0.016562101631656 0.0180671670417279 0.0161646407609456 0.0715843970279457 0.013594712829603;0.0144013326672176 0.013305878488416 0.0172699084420368 0.013594712829603 0.0620217232927784]
intento: 54 tiempo: 0.012 [0.0630005397489138 0.0123224238261889 0.0150441631479394 0.0180077306302793 0.0115399393671588;0.0123224238261889 0.057943627751835 0.015489503272709 0.0167872270176732 0.0078288877939347;0.0150441631479394 0.015489503272709 0.0680796543923226 0.0228063662396052 0.0126773229879721;0.0180077306302793 0.0167872270176732 0.0228063662396052 0.0693950034730639 0.0141329837238933;0.0115399393671588 0.0078288877939347 0.0126773229879721 0.0141329837238933 0.0587033264596938]
intento: 56 tiempo: 0.012 [0.0547502453704773 0.0108020781135306 0.0151873458998487 0.0101543427319322 0.0102067551421911;0.0108020781135306 0.0512928823229992 0.0124832434229616 0.00993628586517495 0.0114627624209814;0.0151873458998487 0.0124832434229616 0.0572217497790353 0.0102590536020406 0.0147843738184006;0.0101543427319322 0.00993628586517495 0.0102590536020406 0.0507571611587705 0.0113032927529556;0.0102067551421911 0.0114627624209814 0.0147843738184006 0.0113032927529556 0.0564269694081224]
intento: 58 tiempo: 0.012 [0.0488563458072511 0.0112363477918502 0.00906980221429947 0.014334744880064 0.0108353485974912;0.0112363477918502 0.0517441417863978 0.0085627742289904 0.0117027090410777 0.0101684530266695;0.00906980221429947 0.0085627742289904 0.0458762882636399 0.00899051334058622 0.00674164981841621;0.014334744880064 0.0117027090410777 0.00899051334058622 0.0510922536473491 0.00956062782703361;0.0108353485974912 0.0101684530266695 0.00674164981841621 0.00956062782703361 0.0455651888108578]
intento: 60 tiempo: 0.012 [0.0649538847835551 0.0181851789463343 0.0192029866570101 0.0164711511732875 0.0188773654837066;0.0181851789463343 0.0610842591841288 0.0116893964867585 0.0119282980536587 0.0157988922657917;0.0192029866570101 0.0116893964867585 0.0587145954627782 0.0108895472998242 0.013263736634351;0.0164711511732875 0.0119282980536587 0.0108895472998242 0.0540637513553291 0.0109418851047689;0.0188773654837066 0.0157988922657917 0.013263736634351 0.0109418851047689 0.0570324952507301]
intento: 62 tiempo: 0.012 [0.0695552439256167 0.0176772082042485 0.0191657797371545 0.0130182379314098 0.0160324239328723;0.0176772082042485 0.0680630562304129 0.0132107475578835 0.0135228468516609 0.0108351057708646;0.0191657797371545 0.0132107475578835 0.0596577973931865 0.0124512211908961 0.015267206895476;0.0130182379314098 0.0135228468516609 0.0124512211908961 0.0609717490429418 0.0107982211252983;0.0160324239328723 0.0108351057708646 0.015267206895476 0.0107982211252983 0.0602864699676464]
intento: 64 tiempo: 0.012 [0.0664100143879527 0.0140679109991234 0.0141229393902316 0.0115393539630719 0.0217167871889089;0.0140679109991234 0.0577682589868608 0.00914837845109182 0.0085416077779148 0.0139341401583904;0.0141229393902316 0.00914837845109182 0.0574345251931548 0.0101585726134816 0.0139225965612037;0.0115393539630719 0.0085416077779148 0.0101585726134816 0.052689585921725 0.00862103757726931;0.0217167871889089 0.0139341401583904 0.0139225965612037 0.00862103757726931 0.0685834330448233]
intento: 66 tiempo: 0.012 [0.0866756141522976 0.022465766666093 0.0251792233680257 0.0233073291866191 0.0187548338563679;0.022465766666093 0.0793907097133299 0.0208729408755184 0.0287602840665205 0.0197697010530215;0.0251792233680257 0.0208729408755184 0.0795381099375146 0.0250193351191433 0.0173023893139307;0.0233073291866191 0.0287602840665205 0.0250193351191433 0.0869900164645715 0.0253941226252317;0.0187548338563679 0.0197697010530215 0.0173023893139307 0.0253941226252317 0.0806931348295277]
intento: 68 tiempo: 0.012 [0.0507767648698114 0.00859850088662393 0.0115054879481811 0.00597136736140328 0.00685408581088596;0.00859850088662393 0.060713947629175 0.0166147675549769 0.0114134404834997 0.013463856219297;0.0115054879481811 0.0166147675549769 0.0533323991916042 0.01131457529439 0.0111526491837098;0.00597136736140328 0.0114134404834997 0.01131457529439 0.0467469902889862 0.00810213463758781;0.00685408581088596 0.013463856219297 0.0111526491837098 0.00810213463758781 0.0497376942800616]
intento: 70 tiempo: 0.013 [0.0635986384500942 0.0167976683055505 0.0173800166554527 0.0175896667220716 0.0127990517915824;0.0167976683055505 0.0759571168969636 0.0228295766470059 0.0208546582382384 0.0216149705359635;0.0173800166554527 0.0228295766470059 0.073541507748364 0.0218506129751524 0.0185870625388731;0.0175896667220716 0.0208546582382384 0.0218506129751524 0.0744230019040056 0.0202904456305371;0.0127990517915824 0.0216149705359635 0.0185870625388731 0.0202904456305371 0.0713923144496084]
intento: 72 tiempo: 0.012 [0.0539864679591628 0.0120246544330985 0.0112773765673096 0.00973187699230545 0.00785588220986048;0.0120246544330985 0.054407292614046 0.0108440339856843 0.0134013470158959 0.00907916081563779;0.0112773765673096 0.0108440339856843 0.0524756099429063 0.010962046600963 0.00837656481615102;0.00973187699230545 0.0134013470158959 0.010962046600963 0.050017584502805 0.010513740883544;0.00785588220986048 0.00907916081563779 0.00837656481615102 0.010513740883544 0.0473156919789209]
intento: 74 tiempo: 0.012 [0.0680154418136736 0.0218164660973409 0.0170064345550287 0.014860908329446 0.0164259848019243;0.0218164660973409 0.0693011928307035 0.0167613278955329 0.0154850032302315 0.018147938822862;0.0170064345550287 0.0167613278955329 0.0690385100682668 0.014083681557572 0.0135627542596021;0.014860908329446 0.0154850032302315 0.014083681557572 0.0659520151828988 0.0130558826866364;0.0164259848019243 0.018147938822862 0.0135627542596021 0.0130558826866364 0.0621683778754994]
intento: 76 tiempo: 0.012 [0.061871581555448 0.0183496498150657 0.0118019549079285 0.0157534548194517 0.0173970726186478;0.0183496498150657 0.0711017360252032 0.0160751342826194 0.0139030836345827 0.0173374612868806;0.0118019549079285 0.0160751342826194 0.0577531333815175 0.012332041716671 0.0109815178170541;0.0157534548194517 0.0139030836345827 0.012332041716671 0.0673666408274441 0.0130215448763563;0.0173970726186478 0.0173374612868806 0.0109815178170541 0.0130215448763563 0.0678743663124044]
intento: 78 tiempo: 0.012 [0.0526971066427806 0.00971876324009581 0.0126736418396488 0.0100895642945528 0.0104575171082293;0.00971876324009581 0.0601872526426096 0.0187207341208997 0.0149115714213703 0.0127195000550366;0.0126736418396488 0.0187207341208997 0.0686727212608719 0.0178319603132247 0.0173829745235123;0.0100895642945528 0.0149115714213703 0.0178319603132247 0.0540948680156578 0.0136120408360168;0.0104575171082293 0.0127195000550366 0.0173829745235123 0.0136120408360168 0.0560249761359175]
intento: 80 tiempo: 0.015 [0.0455686967772355 0.0117518414446474 0.0104350961583551 0.00873570602535299 0.00837229281844193;0.0117518414446474 0.0462472470029053 0.00884293899720539 0.00852962146240229 0.00769554063513501;0.0104350961583551 0.00884293899720539 0.0422112925639622 0.00897148116252013 0.00705202964780842;0.00873570602535299 0.00852962146240229 0.00897148116252013 0.0436759372044353 0.00855971024672084;0.00837229281844193 0.00769554063513501 0.00705202964780842 0.00855971024672084 0.0401446622692847]
intento: 82 tiempo: 0.012 [0.0560030986815062 0.0148651998504297 0.0127896141543 0.0113487957557378 0.0134395924789352;0.0148651998504297 0.054628924535767 0.0117870735191382 0.010204800983123 0.00935715565254832;0.0127896141543 0.0117870735191382 0.0535207133233807 0.0108702539218589 0.0107813895125983;0.0113487957557378 0.010204800983123 0.0108702539218589 0.0545689848841954 0.0135413597707094;0.0134395924789352 0.00935715565254832 0.0107813895125983 0.0135413597707094 0.054245936295931]
intento: 84 tiempo: 0.013 [0.0473783004236595 0.0106682515132157 0.0100708083035676 0.0113998048568176 0.00557905060860711;0.0106682515132157 0.0525521296418399 0.014325967147602 0.0131188862839935 0.0106483811516396;0.0100708083035676 0.014325967147602 0.0529009081867223 0.0132078393706194 0.011274175442248;0.0113998048568176 0.0131188862839935 0.0132078393706194 0.0530852583622687 0.0109730977090625;0.00557905060860711 0.0106483811516396 0.011274175442248 0.0109730977090625 0.0483221711964726]
intento: 86 tiempo: 0.013 [0.0466807277422567 0.0101907427666965 0.00876740922687894 0.00998344746307632 0.00810991169052878;0.0101907427666965 0.0495722291424137 0.0104183507997002 0.0129445472370138 0.0100756912613795;0.00876740922687894 0.0104183507997002 0.0441973944622723 0.00815571403766851 0.00782607325303517;0.00998344746307632 0.0129445472370138 0.00815571403766851 0.0495465989562285 0.0104438689567447;0.00810991169052878 0.0100756912613795 0.00782607325303517 0.0104438689567447 0.0452006457113358]
intento: 88 tiempo: 0.014 [0.0571817206779186 0.010015709523261 0.0139579867700757 0.00997010506361292 0.0160107714992667;0.010015709523261 0.0541336079367159 0.0101769937455633 0.00898242198779685 0.01289736637372;0.0139579867700757 0.0101769937455633 0.0568722697208089 0.0102354020682323 0.0125716737739047;0.00997010506361292 0.00898242198779685 0.0102354020682323 0.0489834056525683 0.0122209398721505;0.0160107714992667 0.01289736637372 0.0125716737739047 0.0122209398721505 0.0629009180409408]
intento: 90 tiempo: 0.014 [0.0715471963108477 0.0223656016814261 0.0148873453425584 0.021276589660138 0.0167435582581239;0.0223656016814261 0.0815129217945563 0.0184330718051083 0.0297535647731935 0.0192127756411933;0.0148873453425584 0.0184330718051083 0.0735418808540264 0.0215451213119847 0.018045096921004;0.021276589660138 0.0297535647731935 0.0215451213119847 0.0798402538145883 0.0195514204142755;0.0167435582581239 0.0192127756411933 0.018045096921004 0.0195514204142755 0.0698319648915561]
intento: 92 tiempo: 0.013 [0.0565644002882655 0.0137215942290739 0.0189210600141541 0.0130920071313921 0.0134474673633766;0.0137215942290739 0.0552922289623605 0.0166105626344582 0.0146973370580957 0.0121365545981602;0.0189210600141541 0.0166105626344582 0.0636859239917815 0.0181987809935554 0.0152974925239767;0.0130920071313921 0.0146973370580957 0.0181987809935554 0.0611727924129154 0.0127905445569452;0.0134474673633766 0.0121365545981602 0.0152974925239767 0.0127905445569452 0.0534024722932177]
intento: 94 tiempo: 0.015 [0.055104204228323 0.00844532174482963 0.0117745478123289 0.00948398929035829 0.0110936564910311;0.00844532174482963 0.061627936677608 0.0143124244445957 0.016456858542157 0.018425746048199;0.0117745478123289 0.0143124244445957 0.0584951256601519 0.0119247772016437 0.0169154349447178;0.00948398929035829 0.016456858542157 0.0119247772016437 0.065444619082438 0.0152705774750712;0.0110936564910311 0.018425746048199 0.0169154349447178 0.0152705774750712 0.0698560772130708]
intento: 96 tiempo: 0.013 [0.0663732825619924 0.0120190903870532 0.01385136766551 0.0159964783029911 0.0157601144075027;0.0120190903870532 0.0709226200990178 0.0143936254252704 0.0184579722143998 0.0207688931262367;0.01385136766551 0.0143936254252704 0.0640240703498666 0.0137913401498568 0.0179629556290171;0.0159964783029911 0.0184579722143998 0.0137913401498568 0.0690571849335945 0.0164463148789173;0.0157601144075027 0.0207688931262367 0.0179629556290171 0.0164463148789173 0.0726862561432956]
intento: 98 tiempo: 0.013 [0.0550658923595447 0.00986250076782383 0.00845552202788816 0.0125119230431518 0.0118678940102286;0.00986250076782383 0.053039227134329 0.0090744546301066 0.0115175514600586 0.0108207983576852;0.00845552202788816 0.0090744546301066 0.0481710187187944 0.0116188263840399 0.00895525025643134;0.0125119230431518 0.0115175514600586 0.0116188263840399 0.0557362784268914 0.0124582193186889;0.0118678940102286 0.0108207983576852 0.00895525025643134 0.0124582193186889 0.0481685016603052]
intento: 100 tiempo: 0.018 [0.0620148203736398 0.0121481062733838 0.0161118697589796 0.0181967342739884 0.012273450501743;0.0121481062733838 0.0610341361797779 0.0149091526881494 0.015482741326474 0.0115651642609043;0.0161118697589796 0.0149091526881494 0.0634296329642083 0.0165035683895372 0.0127140964377058;0.0181967342739884 0.015482741326474 0.0165035683895372 0.0597818557299751 0.0131226886625243;0.012273450501743 0.0115651642609043 0.0127140964377058 0.0131226886625243 0.0562557898139784]
intento: 102 tiempo: 0.014 [0.0511053643314307 0.0119412586701252 0.0111546440259898 0.0134619489167555 0.011703661314496;0.0119412586701252 0.0554333753629252 0.0135760433845775 0.0172640268880209 0.0141558966092531;0.0111546440259898 0.0135760433845775 0.0550785520721063 0.0147474299254042 0.0125034963707632;0.0134619489167555 0.0172640268880209 0.0147474299254042 0.0593494996320124 0.0159723480146584;0.011703661314496 0.0141558966092531 0.0125034963707632 0.0159723480146584 0.0588723813141298]
intento: 104 tiempo: 0.016 [0.0496884111928242 0.0116683837904291 0.0129427281907602 0.00893127192223934 0.00970030425285625;0.0116683837904291 0.0489052888128067 0.0122103429049704 0.00727964153314361 0.00784950435501262;0.0129427281907602 0.0122103429049704 0.0493138324731226 0.00785132808029157 0.0121211402897653;0.00893127192223934 0.00727964153314361 0.00785132808029157 0.0439266544349255 0.0082812261674091;0.00970030425285625 0.00784950435501262 0.0121211402897653 0.0082812261674091 0.0456110747970975]
intento: 106 tiempo: 0.013 [0.0543109341823311 0.0120009932444299 0.00927615884985972 0.00949144737302579 0.0139636207491578;0.0120009932444299 0.0563223274601152 0.0114926446591326 0.00846810079386458 0.0144338664007422;0.00927615884985972 0.0114926446591326 0.0578407066679523 0.0106528913890632 0.0109616417624875;0.00949144737302579 0.00846810079386458 0.0106528913890632 0.0475283288831434 0.00937607187452344;0.0139636207491578 0.0144338664007422 0.0109616417624875 0.00937607187452344 0.0578373946946279]
intento: 108 tiempo: 0.013 [0.0602416237321511 0.016793742497421 0.0119108871762288 0.0115037729953218 0.0135560677869612;0.016793742497421 0.0619689619573231 0.0122447259949074 0.0171635262377717 0.0143872955513141;0.0119108871762288 0.0122447259949074 0.05182381598798 0.00868404378881723 0.00749821392050689;0.0115037729953218 0.0171635262377717 0.00868404378881723 0.0620338319413323 0.00862905592317435;0.0135560677869612 0.0143872955513141 0.00749821392050689 0.00862905592317435 0.0587373099883813]
intento: 110 tiempo: 0.013 [0.0580262831548084 0.0153376529635418 0.0140567208600678 0.0122760855421147 0.014978682566984;0.0153376529635418 0.0556022849427126 0.0110423720384359 0.0106645298056112 0.0162508539519673;0.0140567208600678 0.0110423720384359 0.0592912695760927 0.0104373827821708 0.0141369017168176;0.0122760855421147 0.0106645298056112 0.0104373827821708 0.0546904122971446 0.0105540892376182;0.014978682566984 0.0162508539519673 0.0141369017168176 0.0105540892376182 0.0572995620577284]
intento: 112 tiempo: 0.012 [0.0694003227137936 0.020457994490415 0.0148194296383981 0.0149328845856654 0.0211456134972799;0.020457994490415 0.069848858587236 0.0142910033782159 0.0142171075354189 0.0227467227890241;0.0148194296383981 0.0142910033782159 0.0782677592995807 0.0145335117726612 0.0235081667796683;0.0149328845856654 0.0142171075354189 0.0145335117726612 0.0635083014665277 0.0184607365805027;0.0211456134972799 0.0227467227890241 0.0235081667796683 0.0184607365805027 0.0779435435563273]
intento: 114 tiempo: 0.019 [0.111772919744971 0.0332581025592618 0.0328543929179389 0.0387409205855299 0.0341024373373418;0.0332581025592618 0.0940017507894381 0.0247336384876941 0.0246592104068936 0.0258545778751507;0.0328543929179389 0.0247336384876941 0.095661512507224 0.0322929571622046 0.0303077262456239;0.0387409205855299 0.0246592104068936 0.0322929571622046 0.1047926695431 0.0278665921370212;0.0341024373373418 0.0258545778751507 0.0303077262456239 0.0278665921370212 0.0917409488257552]
intento: 116 tiempo: 0.013 [0.05642157289304 0.0157670836666806 0.00937460264969944 0.0122611844145415 0.0126800702075081;0.0157670836666806 0.0755192259076957 0.0157978831811681 0.0193564690193457 0.0177584230283944;0.00937460264969944 0.0157978831811681 0.0566326972169584 0.0114522091477097 0.0124286791925016;0.0122611844145415 0.0193564690193457 0.0114522091477097 0.0632722437286959 0.0138075934050335;0.0126800702075081 0.0177584230283944 0.0124286791925016 0.0138075934050335 0.0590444079489481]
